entry_time,entry_time_vn,entry_price,sl,tp,risk,breakout_type,close_1h_at_entry,ema200_1h_at_entry,entry_dist_ema200_pct,h1_range_high_at_breakout,ema200_1h_at_breakout,h1_range_high_dist_ema200_pct,breakout_time,breakout_time_vn,breakout_level,breakout_swing_low,retest_time,retest_time_vn,retest_low,retest_depth_pct,bars_since_breakout,side,exit_time,exit_price,result,balance
2024-07-17 05:15:00,2024-07-17 12:15:00,65829.9,65502.5,66648.39999999998,114.18467921175281,range,65587.3,60741.900829814425,8.376424018143643,66100.0,60741.900829814425,8.82109235467919,2024-07-17 05:10:00,2024-07-17 12:10:00,65829.9,65502.5,2024-07-17 05:15:00,2024-07-17 12:15:00,65781.0,14.935858277335079,1,LONG,2024-07-17 06:25:00,65502.5,-114.18467921175281,11304.283241963529
2024-07-26 13:40:00,2024-07-26 20:40:00,67449.4,67050.4,68446.9,113.04283241963529,range,67862.7,65527.34486646152,2.933210764842431,67954.9,65527.34486646152,3.7046444327716914,2024-07-26 13:35:00,2024-07-26 20:35:00,67449.4,67050.4,2024-07-26 13:40:00,2024-07-26 20:40:00,67279.2,42.656641604009295,1,LONG,2024-07-26 14:30:00,67050.4,-113.04283241963529,11191.240409543894
2024-07-29 05:25:00,2024-07-29 12:25:00,69452.5,69240.0,69983.75,111.91240409543894,range,69626.8,66744.75413507175,4.056866940356942,69782.2,66744.75413507175,4.550838345709311,2024-07-29 05:15:00,2024-07-29 12:15:00,69452.5,69240.0,2024-07-29 05:25:00,2024-07-29 12:25:00,69451.4,0.5176470588262686,2,LONG,2024-07-29 13:05:00,69983.75,279.78101023859733,11471.021419782492
2024-07-30 15:05:00,2024-07-30 22:05:00,65896.6,66923.8,63328.60000000001,114.71021419782493,range,66198.0,66921.55401134751,1.5315753294875862,65600.0,66928.82591095904,1.9854313785914766,2024-07-30 14:55:00,2024-07-30 21:55:00,65896.6,66923.8,2024-07-30 15:05:00,2024-07-30 22:05:00,65934.5,3.68964174454773,2,SHORT,2024-08-01 15:15:00,63328.60000000001,286.7755354945623,11757.796955277054
2024-08-02 21:15:00,2024-08-03 04:15:00,62010.0,63181.0,59082.5,117.57796955277054,range,61966.6,65693.216290323,5.606691981780111,61255.0,65693.216290323,6.75597350982004,2024-08-02 21:10:00,2024-08-03 04:10:00,62010.0,63181.0,2024-08-02 21:15:00,2024-08-03 04:15:00,62188.8,15.269000853971212,1,SHORT,2024-08-04 15:50:00,59082.5,293.94492388192634,12051.74187915898
2024-08-18 03:05:00,2024-08-18 10:05:00,59702.2,59365.9,60542.94999999998,120.5174187915898,range,59308.5,59275.1357920931,0.7204778229523141,60242.2,59274.80047342066,1.6320586806751463,2024-08-18 02:45:00,2024-08-18 09:45:00,59702.2,59365.9,2024-08-18 03:05:00,2024-08-18 10:05:00,59600.0,30.389533154920727,4,LONG,2024-08-18 03:55:00,59365.9,-120.5174187915898,11931.224460367392
2024-08-19 11:55:00,2024-08-19 18:55:00,58400.0,58648.7,57778.25000000001,119.31224460367392,range,58360.9,59230.73282059752,1.4025367930424002,57929.5,59251.770083709,2.2316127971214037,2024-08-19 09:45:00,2024-08-19 16:45:00,58400.0,58648.7,2024-08-19 11:55:00,2024-08-19 18:55:00,58480.0,32.16726980297585,26,SHORT,2024-08-19 13:15:00,58648.7,-119.31224460367392,11811.912215763718
2024-08-19 13:55:00,2024-08-19 20:55:00,58227.0,58945.4,56431.0,118.11912215763718,range,58176.7,59211.88386001541,1.663321272371279,57750.0,59211.88386001541,2.4689028024703545,2024-08-19 13:50:00,2024-08-19 20:50:00,58227.0,58945.4,2024-08-19 13:55:00,2024-08-19 20:55:00,58269.6,5.929844097995331,1,SHORT,2024-08-19 17:30:00,58945.4,-118.11912215763718,11693.79309360608
2024-08-20 04:05:00,2024-08-20 11:05:00,60594.1,60320.0,61279.34999999999,116.93793093606081,range,60840.9,59252.266521635465,2.2646112244070427,60997.9,59252.266521635465,2.9461041422392387,2024-08-20 04:00:00,2024-08-20 11:00:00,60594.1,60320.0,2024-08-20 04:05:00,2024-08-20 11:05:00,60584.4,3.538854432687757,1,LONG,2024-08-20 05:15:00,61279.34999999999,292.34482734015205,11986.137920946232
2024-08-27 15:35:00,2024-08-27 22:35:00,61625.0,62379.6,59738.5,119.86137920946233,range,61673.3,62146.25388708873,0.8387535120552504,61426.1,62146.25388708873,1.1588049834784124,2024-08-27 15:30:00,2024-08-27 22:30:00,61625.0,62379.6,2024-08-27 15:35:00,2024-08-27 22:35:00,61656.0,4.1081367611979935,1,SHORT,2024-08-27 21:45:00,59738.5,299.6534480236558,12285.791368969887
2024-08-27 22:10:00,2024-08-28 05:10:00,59581.7,61967.7,53616.7,122.85791368969888,range,59467.6,62089.64086764568,4.039225920136615,57928.2,62089.64086764568,6.702311061061665,2024-08-27 22:05:00,2024-08-28 05:05:00,59581.7,61967.7,2024-08-27 22:10:00,2024-08-28 05:10:00,59733.2,6.34953897736798,1,SHORT,2024-09-06 16:45:00,53616.7,307.1447842242472,12592.936153194134
2024-09-06 20:35:00,2024-09-07 03:35:00,53235.7,53974.6,51388.45,125.92936153194134,range,52868.9,57820.92514419603,7.930044586386716,52600.6,57820.92514419603,9.028435866734034,2024-09-06 20:30:00,2024-09-07 03:30:00,53235.7,53974.6,2024-09-06 20:35:00,2024-09-07 03:35:00,53283.0,6.401407497631996,1,SHORT,2024-09-07 00:00:00,53974.6,-125.92936153194134,12467.006791662192
2024-09-07 01:40:00,2024-09-07 08:40:00,53807.6,54082.2,53121.100000000006,124.67006791662192,range,53789.4,57624.418991074446,6.623613839239996,52510.8,57624.418991074446,8.87404867694458,2024-09-07 01:35:00,2024-09-07 08:35:00,53807.6,54082.2,2024-09-07 01:40:00,2024-09-07 08:40:00,53810.0,0.8739985433362957,1,SHORT,2024-09-07 05:05:00,54082.2,-124.67006791662192,12342.33672374557
2024-09-08 15:55:00,2024-09-08 22:55:00,53808.1,54241.8,52723.84999999999,123.4233672374557,range,53663.6,56562.27442036485,4.869278063141725,53610.0,56562.27442036485,5.2195115041235,2024-09-08 15:50:00,2024-09-08 22:50:00,53808.1,54241.8,2024-09-08 15:55:00,2024-09-08 22:55:00,53822.3,3.2741526400747576,1,SHORT,2024-09-08 17:30:00,54241.8,-123.4233672374557,12218.913356508114
2024-09-12 04:15:00,2024-09-12 11:15:00,58314.2,57801.5,59595.94999999999,122.18913356508114,range,58142.1,56601.61831106784,3.025676190953149,58465.4,56601.61831106784,3.2928063623363215,2024-09-12 04:10:00,2024-09-12 11:10:00,58314.2,57801.5,2024-09-12 04:15:00,2024-09-12 11:15:00,58313.2,0.19504583577140738,1,LONG,2024-09-12 12:35:00,57801.5,-122.18913356508114,12096.724222943032
2024-09-16 17:15:00,2024-09-17 00:15:00,57602.0,57977.0,56664.5,120.96724222943033,range,58146.7,58306.13892736194,1.2076583020514564,57446.3,58306.13892736194,1.47469707852398,2024-09-16 17:10:00,2024-09-17 00:10:00,57602.0,57977.0,2024-09-16 17:15:00,2024-09-17 00:15:00,57721.8,31.946666666667443,1,SHORT,2024-09-16 17:45:00,57977.0,-120.96724222943033,11975.756980713602
